0.0106118	8.93485	0	1.10748	
0.021225	8.92544	0	1.10782	
0.0318396	8.91602	0	1.10815	
0.0424556	8.90661	0	1.10849	
0.0530731	8.89719	0	1.10882	
0.063692	8.88778	0	1.10916	
0.0743123	8.87837	0	1.1095	
0.084934	8.86895	0	1.10984	
0.0955572	8.85954	0	1.11018	
0.106182	8.85013	0	1.11052	
0.116808	8.84072	0	1.11086	
0.127435	8.83132	0	1.1112	
0.138064	8.82191	0	1.11154	
0.148695	8.8125	0	1.11188	
0.159326	8.8031	0	1.11223	
0.16996	8.79369	0	1.11257	
0.180594	8.78429	0	1.11292	
0.191231	8.77489	0	1.11326	
0.201868	8.76549	0	1.11361	
0.212508	8.75609	0	1.11396	
0.223148	8.74669	0	1.1143	
0.23379	8.73729	0	1.11465	
0.244434	8.72789	0	1.115	
0.255079	8.71849	0	1.11535	
0.265725	8.7091	0	1.1157	
0.276374	8.6997	0	1.11605	
0.287023	8.69031	0	1.11641	
0.297674	8.68091	0	1.11676	
0.308327	8.67152	0	1.11711	
0.318981	8.66213	0	1.11747	
0.329636	8.65274	0	1.11783	
0.340293	8.64335	0	1.11818	
0.350952	8.63396	0	1.11854	
0.361612	8.62458	0	1.1189	
0.372274	8.61519	0	1.11926	
0.382937	8.6058	0	1.11962	
0.393601	8.59642	0	1.11998	
0.404268	8.58704	0	1.12034	
0.414935	8.57765	0	1.1207	
0.425605	8.56827	0	1.12106	
0.436275	8.55889	0	1.12142	
0.446948	8.54951	0	1.12179	
0.457622	8.54013	0	1.12215	
0.468297	8.53076	0	1.12252	
0.478974	8.52138	0	1.12289	
0.489653	8.512	0	1.12325	
0.500333	8.50263	0	1.12362	
0.511015	8.49326	0	1.12399	
0.521698	8.48388	0	1.12436	
0.532383	8.47451	0	1.12473	
0.54307	8.46514	0	1.1251	
0.553758	8.45577	0	1.12548	
0.564447	8.4464	0	1.12585	
0.575139	8.43704	0	1.12622	
0.585831	8.42767	0	1.1266	
0.596526	8.41831	0	1.12697	
0.607222	8.40894	0	1.12735	
0.61792	8.39958	0	1.12773	
0.628619	8.39022	0	1.12811	
0.63932	8.38086	0	1.12848	
0.650022	8.3715	0	1.12886	
0.660726	8.36214	0	1.12925	
0.671432	8.35278	0	1.12963	
0.68214	8.34342	0	1.13001	
0.692849	8.33407	0	1.13039	
0.703559	8.32471	0	1.13078	
0.714272	8.31536	0	1.13116	
0.724985	8.30601	0	1.13155	
0.735701	8.29665	0	1.13193	
0.746418	8.2873	0	1.13232	
0.757137	8.27795	0	1.13271	
0.767858	8.26861	0	1.1331	
0.77858	8.25926	0	1.13349	
0.789304	8.24991	0	1.13388	
0.80003	8.24057	0	1.13427	
0.810757	8.23122	0	1.13467	
0.821486	8.22188	0	1.13506	
0.832217	8.21254	0	1.13546	
0.842949	8.2032	0	1.13585	
0.853683	8.19386	0	1.13625	
0.864419	8.18452	0	1.13665	
0.875156	8.17519	0	1.13704	
0.885896	8.16585	0	1.13744	
0.896636	8.15651	0	1.13784	
0.907379	8.14718	0	1.13824	
0.918123	8.13785	0	1.13865	
0.928869	8.12852	0	1.13905	
0.939617	8.11919	0	1.13945	
0.950367	8.10986	0	1.13986	
0.961118	8.10053	0	1.14026	
0.971871	8.0912	0	1.14067	
0.982626	8.08188	0	1.14108	
