0.0105772	9.42453	0	1.01242	
0.0211556	9.41508	0	1.01265	
0.0317353	9.40563	0	1.01288	
0.0423163	9.39618	0	1.0131	
0.0528985	9.38672	0	1.01333	
0.063482	9.37727	0	1.01356	
0.0740668	9.36783	0	1.01379	
0.0846529	9.35838	0	1.01401	
0.0952402	9.34893	0	1.01424	
0.105829	9.33948	0	1.01447	
0.116419	9.33003	0	1.0147	
0.12701	9.32058	0	1.01493	
0.137602	9.31114	0	1.01517	
0.148196	9.30169	0	1.0154	
0.158791	9.29224	0	1.01563	
0.169388	9.2828	0	1.01586	
0.179985	9.27335	0	1.0161	
0.190584	9.26391	0	1.01633	
0.201185	9.25446	0	1.01656	
0.211786	9.24502	0	1.0168	
0.222389	9.23558	0	1.01703	
0.232993	9.22613	0	1.01727	
0.243599	9.21669	0	1.0175	
0.254206	9.20725	0	1.01774	
0.264814	9.19781	0	1.01798	
0.275424	9.18837	0	1.01821	
0.286034	9.17893	0	1.01845	
0.296647	9.16949	0	1.01869	
0.30726	9.16005	0	1.01893	
0.317875	9.15061	0	1.01917	
0.328491	9.14117	0	1.01941	
0.339109	9.13173	0	1.01965	
0.349728	9.12229	0	1.01989	
0.360348	9.11286	0	1.02013	
0.37097	9.10342	0	1.02037	
0.381593	9.09398	0	1.02062	
0.392217	9.08455	0	1.02086	
0.402843	9.07511	0	1.0211	
0.41347	9.06568	0	1.02135	
0.424098	9.05624	0	1.02159	
0.434728	9.04681	0	1.02183	
0.445359	9.03737	0	1.02208	
0.455992	9.02794	0	1.02233	
0.466626	9.01851	0	1.02257	
0.477261	9.00908	0	1.02282	
0.487898	8.99965	0	1.02307	
0.498536	8.99021	0	1.02331	
0.509176	8.98078	0	1.02356	
0.519817	8.97135	0	1.02381	
0.530459	8.96192	0	1.02406	
0.541103	8.95249	0	1.02431	
0.551748	8.94307	0	1.02456	
0.562395	8.93364	0	1.02481	
0.573043	8.92421	0	1.02507	
0.583692	8.91478	0	1.02532	
0.594343	8.90536	0	1.02557	
0.604995	8.89593	0	1.02582	
0.615649	8.8865	0	1.02608	
0.626304	8.87708	0	1.02633	
0.63696	8.86765	0	1.02659	
0.647619	8.85823	0	1.02684	
0.658278	8.84881	0	1.0271	
0.668939	8.83938	0	1.02735	
0.679601	8.82996	0	1.02761	
0.690265	8.82054	0	1.02787	
0.70093	8.81112	0	1.02813	
0.711597	8.8017	0	1.02839	
0.722265	8.79228	0	1.02864	
0.732935	8.78286	0	1.0289	
0.743606	8.77344	0	1.02916	
0.754279	8.76402	0	1.02943	
0.764953	8.7546	0	1.02969	
0.775628	8.74518	0	1.02995	
0.786305	8.73576	0	1.03021	
0.796984	8.72635	0	1.03048	
0.807664	8.71693	0	1.03074	
0.818345	8.70752	0	1.031	
0.829028	8.6981	0	1.03127	
0.839713	8.68869	0	1.03153	
0.850399	8.67927	0	1.0318	
0.861087	8.66986	0	1.03207	
0.871776	8.66044	0	1.03233	
0.882466	8.65103	0	1.0326	
0.893158	8.64162	0	1.03287	
0.903852	8.63221	0	1.03314	
0.914547	8.6228	0	1.03341	
0.925244	8.61339	0	1.03368	
0.935942	8.60398	0	1.03395	
0.946642	8.59457	0	1.03422	
0.957343	8.58516	0	1.03449	
0.968046	8.57575	0	1.03476	
0.97875	8.56634	0	1.03504	
0.989456	8.55694	0	1.03531	
1.00016	8.54753	0	1.03559	
1.01087	8.53812	0	1.03586	
1.02158	8.52872	0	1.03614	
1.0323	8.51931	0	1.03641	
1.04301	8.50991	0	1.03669	
1.05372	8.50051	0	1.03697	
1.06444	8.4911	0	1.03724	
1.07516	8.4817	0	1.03752	
1.08588	8.4723	0	1.0378	
1.0966	8.4629	0	1.03808	
1.10733	8.4535	0	1.03836	
1.11805	8.4441	0	1.03864	
1.12878	8.4347	0	1.03893	
1.13951	8.4253	0	1.03921	
1.15023	8.4159	0	1.03949	
1.16097	8.4065	0	1.03977	
1.1717	8.3971	0	1.04006	
1.18243	8.38771	0	1.04034	
1.19317	8.37831	0	1.04063	
1.20391	8.36891	0	1.04091	
1.21465	8.35952	0	1.0412	
1.22539	8.35013	0	1.04149	
1.23613	8.34073	0	1.04178	
1.24688	8.33134	0	1.04207	
1.25762	8.32195	0	1.04236	
1.26837	8.31255	0	1.04265	
1.27912	8.30316	0	1.04294	
1.28987	8.29377	0	1.04323	
1.30062	8.28438	0	1.04352	
1.31138	8.27499	0	1.04381	
1.32213	8.2656	0	1.04411	
1.33289	8.25622	0	1.0444	
1.34365	8.24683	0	1.04469	
1.35441	8.23744	0	1.04499	
1.36517	8.22805	0	1.04529	
